date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:34	2709/2709	---M-Z	200	added ('OK')	text/css	etag:%226133611b-227%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lg-zoom.min.css	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lg-zoom.min.css	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:35	1841/1841	---M-Z	200	added ('OK')	text/css	etag:%226133611b-24e%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lg-thumbnail.min.css	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lg-thumbnail.min.css	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:36	618/618	---M-Z	200	added ('OK')	text/css	etag:%226133611b-116%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lg-autoplay.min.css	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lg-autoplay.min.css	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:37	54307/54307	---M--	200	added ('OK')	image/jpeg	etag:%22e40978564b5efea06299c3bc1cdd85bb%22	https://inveet.s3.ap-southeast-1.amazonaws.com/wedding/166029250162f60d95b0da5-F8b6jwx2HMQToJH.jpg	/Users/bs/theme/master_wedding/nunung2/inveet.s3.ap-southeast-1.amazonaws.com/wedding/166029250162f60d95b0da5-F8b6jwx2HMQToJH.jpg	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:38	54307/54307	---M--	200	added ('OK')	image/jpeg	etag:%22e40978564b5efea06299c3bc1cdd85bb%22	https://inveet.s3.ap-southeast-1.amazonaws.com/wedding/166029248362f60d83b67cc-2AjDcuHIFlwxXVO.jpg	/Users/bs/theme/master_wedding/nunung2/inveet.s3.ap-southeast-1.amazonaws.com/wedding/166029248362f60d83b67cc-2AjDcuHIFlwxXVO.jpg	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:39	54307/54307	---M--	200	added ('OK')	image/jpeg	etag:%22e40978564b5efea06299c3bc1cdd85bb%22	https://inveet.s3.ap-southeast-1.amazonaws.com/wedding/166029248362f60d83a1ce1-EABJpp4bSlSN12D.jpg	/Users/bs/theme/master_wedding/nunung2/inveet.s3.ap-southeast-1.amazonaws.com/wedding/166029248362f60d83a1ce1-EABJpp4bSlSN12D.jpg	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:42	49704/49704	---M--	200	added ('OK')	image/jpeg	etag:%22f5a5289793919c356ed030e38e079749%22	https://inveet.s3.ap-southeast-1.amazonaws.com/popup/163923288861b4b5788785c-qj3Aw3zg7VMI4A5.jpg	/Users/bs/theme/master_wedding/nunung2/inveet.s3.ap-southeast-1.amazonaws.com/popup/163923288861b4b5788785c-qj3Aw3zg7VMI4A5.jpg	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:42	2510/2510	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:18:40%20GMT	https://www.google.com/maps/embed/v1/place?key=AIzaSyAU3uBdY_ezew0q5XY1zQzUGTIU795kZdU%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&q=-6.224390999999999,106.6142835&language=id	/Users/bs/theme/master_wedding/nunung2/www.google.com/maps/embed/v1/place74e0.html	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:43	63240/63240	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f708-DE6ERfbwyWEdwcE9xvCF60vKygs%22	https://cdn.jsdelivr.net/npm/bootstrap@4.5.3/dist/js/bootstrap.min.js	/Users/bs/theme/master_wedding/nunung2/cdn.jsdelivr.net/npm/bootstrap@4.5.3/dist/js/bootstrap.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:43	229637/229637	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:18:42%20GMT	https://zoom.us/	/Users/bs/theme/master_wedding/nunung2/zoom.us/index.html	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:43	23106/23106	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a42-7l/79z0w4WZtVmX0i+4CEoXPrc0%22	https://cdn.jsdelivr.net/npm/particles.js@2.0.0/particles.min.js	/Users/bs/theme/master_wedding/nunung2/cdn.jsdelivr.net/npm/particles.js@2.0.0/particles.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:45	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	/Users/bs/theme/master_wedding/nunung2/unpkg.com/aos@2.3.1/dist/aos.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:45	566152/566152	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:18:43%20GMT	https://www.google.com/maps/dir/?api=1&destination=-6.224390999999999,106.6142835&dir_action=navigate	/Users/bs/theme/master_wedding/nunung2/www.google.com/maps/dir/indexb789.html	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:46	10676/10676	---M-Z	200	added ('OK')	application/javascript	etag:%226049431e-29b4%22	https://cdnjs.cloudflare.com/ajax/libs/clipboard.js/2.0.8/clipboard.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/clipboard.js/2.0.8/clipboard.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:46	19284/19284	---M-Z	200	added ('OK')	application/javascript	etag:%225ed14606-4b54%22	https://cdnjs.cloudflare.com/ajax/libs/justifiedGallery/3.8.1/js/jquery.justifiedGallery.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/justifiedGallery/3.8.1/js/jquery.justifiedGallery.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:48	44382/44382	---M-Z	200	added ('OK')	application/javascript	etag:%226133611b-2f44%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/lightgallery.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/lightgallery.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:49	16159/16159	---M-Z	200	added ('OK')	application/javascript	etag:%226133611b-11a5%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/plugins/zoom/lg-zoom.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/plugins/zoom/lg-zoom.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:49	9121/9121	---M-Z	200	added ('OK')	application/javascript	etag:%226133611b-a4a%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/plugins/thumbnail/lg-thumbnail.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/plugins/thumbnail/lg-thumbnail.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:50	3773/3773	---M-Z	200	added ('OK')	application/javascript	etag:%226133611b-4da%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/plugins/autoplay/lg-autoplay.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/plugins/autoplay/lg-autoplay.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:52	33773/33773	---M-Z	200	added ('OK')	text/css	etag:%2262600438-145e%22	https://cdnjs.cloudflare.com/ajax/libs/plyr/3.7.2/plyr.min.css	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/plyr/3.7.2/plyr.min.css	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:53	4848881/4848881	---M--	200	added ('OK')	audio/mpeg	etag:%228feb01833141d4f662c113d54506e8bc%22	https://inveet.s3.ap-southeast-1.amazonaws.com/music/16185264486078c0f03f02e-WSqY7bqgCRqwTOw.mp3	/Users/bs/theme/master_wedding/nunung2/inveet.s3.ap-southeast-1.amazonaws.com/music/16185264486078c0f03f02e-WSqY7bqgCRqwTOw.mp3	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:54	110922/110922	---M-Z	200	added ('OK')	application/javascript	etag:%2262600438-7fde%22	https://cdnjs.cloudflare.com/ajax/libs/plyr/3.7.2/plyr.min.js	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/plyr/3.7.2/plyr.min.js	(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:54	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Feb%202023%2009:18:54%20GMT	https://fonts.gstatic.com/robots.txt		(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:56	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2023%20Feb%202023%2009:18:55%20GMT	https://fonts.googleapis.com/robots.txt		(from https://inveet.id/themes/preview/sparkling-flowers)
16:18:58	251232/251232	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2009%20May%202022%2018:30:15%20GMT	https://fonts.gstatic.com/s/pacifico/v22/FwZY7-Qmy14u9lezJ96A.ttf	/Users/bs/theme/master_wedding/nunung2/fonts.gstatic.com/s/pacifico/v22/FwZY7-Qmy14u9lezJ96A.ttf	(from https://fonts.googleapis.com/css2?family=Pacifico&display=swap)
16:18:58	57588/57588	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2009%20May%202022%2018:39:27%20GMT	https://fonts.gstatic.com/s/parisienne/v13/E21i_d3kivvAkxhLEVZpcy8.ttf	/Users/bs/theme/master_wedding/nunung2/fonts.gstatic.com/s/parisienne/v13/E21i_d3kivvAkxhLEVZpcy8.ttf	(from https://fonts.googleapis.com/css2?family=Parisienne&display=swap)
16:18:58	2332/2332	---M--	200	added ('OK')	application/octet-stream	etag:%226133611b-91c%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lg.woff2?io9a6k	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lgb687.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lightgallery.min.css)
16:18:59	4756/4756	---M-Z	200	added ('OK')	application/octet-stream	etag:%226133611b-b31%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lg.ttf?io9a6k	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lgb687.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lightgallery.min.css)
16:19:00	4832/4832	---M-Z	200	added ('OK')	application/octet-stream	etag:%226133611b-b47%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lg.woff?io9a6k	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lgb687.woff	(from https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lightgallery.min.css)
16:19:01	12834/12834	---M-Z	200	added ('OK')	image/svg+xml	etag:%226133611b-11e8%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lg.svg?io9a6k	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/fonts/lgb687.svg	(from https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lightgallery.min.css)
16:19:02	4178/4178	---M-Z	200	added ('OK')	image/gif	etag:%226133611b-cf4%22	https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/images/loading.gif	/Users/bs/theme/master_wedding/nunung2/cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/images/loading.gif	(from https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lightgallery.min.css)
16:19:04	1872/1872	---MCZ	200	added ('OK')	text/plain	date:Wed,%2013%20Jul%202022%2019:00:00%20GMT	https://www.google.com/robots.txt		(from https://inveet.id/themes/preview/sparkling-flowers)
16:19:05	87731/87731	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:04%20GMT	https://www.google.com/maps/dir/GET	/Users/bs/theme/master_wedding/nunung2/www.google.com/maps/dir/GET.html	(from https://www.google.com/maps/dir/?api=1&destination=-6.224390999999999,106.6142835&dir_action=navigate)
16:19:05	82587/82587	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:04%20GMT	https://www.google.com/maps/dir/chrome-extension://	/Users/bs/theme/master_wedding/nunung2/www.google.com/maps/dir/chrome-extension_/index.html	(from https://www.google.com/maps/dir/?api=1&destination=-6.224390999999999,106.6142835&dir_action=navigate)
16:19:06	209/209	---MCZ	200	added ('OK')	text/plain	etag:W/%2263df1d63-152%22	https://zoom.us/robots.txt		(from https://inveet.id/themes/preview/sparkling-flowers)
16:19:07	15565/15565	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2023%20Feb%202023%2009:19:06%20GMT	https://zoom.us/csrf_js	/Users/bs/theme/master_wedding/nunung2/zoom.us/csrf_js	(from https://zoom.us/)
16:19:08	117412/117412	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:08%20GMT	https://zoom.us/join	/Users/bs/theme/master_wedding/nunung2/zoom.us/join.html	(from https://zoom.us/)
16:19:08	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:08%20GMT	https://zoom.us/start/webmeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/webmeeting	(from https://zoom.us/)
16:19:10	44233/44233	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:09%20GMT	https://zoom.us/signin	/Users/bs/theme/master_wedding/nunung2/zoom.us/signin.html	(from https://zoom.us/)
16:19:10	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:10%20GMT	https://zoom.us/start/videomeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/videomeeting	(from https://zoom.us/)
16:19:11	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:11%20GMT	https://zoom.us/start/sharemeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/sharemeeting	(from https://zoom.us/)
16:19:12	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:12%20GMT	https://zoom.us/start/videomeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/videomeeting	(from https://zoom.us/)
16:19:14	117474/117474	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:13%20GMT	https://zoom.us/download	/Users/bs/theme/master_wedding/nunung2/zoom.us/download.html	(from https://zoom.us/)
16:19:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2009:19:14%20GMT	https://zoom.us/events	/Users/bs/theme/master_wedding/nunung2/zoom.us/events	(from https://zoom.us/)
16:19:16	148264/148264	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:15%20GMT	https://zoom.us/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/pricing.html	(from https://zoom.us/)
16:19:17	44258/44258	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:16%20GMT	https://zoom.us/signup	/Users/bs/theme/master_wedding/nunung2/zoom.us/signup.html	(from https://zoom.us/)
16:19:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2009:19:17%20GMT	https://zoom.us/events	/Users/bs/theme/master_wedding/nunung2/zoom.us/events	(from https://zoom.us/)
16:19:19	118745/118745	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:18%20GMT	https://zoom.us/test	/Users/bs/theme/master_wedding/nunung2/zoom.us/test.html	(from https://zoom.us/)
16:19:19	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:19%20GMT	https://zoom.us/account	/Users/bs/theme/master_wedding/nunung2/zoom.us/account	(from https://zoom.us/)
16:19:21	121934/121934	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:20%20GMT	https://zoom.us/feed	/Users/bs/theme/master_wedding/nunung2/zoom.us/feed.html	(from https://zoom.us/)
16:19:21	119167/119167	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:21%20GMT	https://zoom.us/POST	/Users/bs/theme/master_wedding/nunung2/zoom.us/POST	(from https://zoom.us/)
16:19:22	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:22%20GMT	https://zoom.us/meeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/meeting	(from https://zoom.us/)
16:19:24	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2023%20Feb%202023%2009:19:23%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/lightgallery/2.2.1/css/lightgallery.min.css)
16:19:25	89716/89716	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:25%20GMT	https://www.google.com/maps/dir/chrome-extension://GET	/Users/bs/theme/master_wedding/nunung2/www.google.com/maps/dir/chrome-extension_/GET.html	(from https://www.google.com/maps/dir/chrome-extension://)
16:19:25	89822/89822	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:25%20GMT	https://www.google.com/maps/dir/chrome-extension://chrome-extension://	/Users/bs/theme/master_wedding/nunung2/www.google.com/maps/dir/chrome-extension_/chrome-extension_/index.html	(from https://www.google.com/maps/dir/chrome-extension://)
16:19:26	23456/23456	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202023%2009:19:25%20GMT	https://zoom.us/assets/zm_bundle.js?cache	/Users/bs/theme/master_wedding/nunung2/zoom.us/assets/zm_bundle0fea.js	(from https://zoom.us/signin)
16:19:27	957/957	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2023%20Feb%202023%2009:19:27%20GMT	https://zoom.us/assets/zm_bundle.js?async	/Users/bs/theme/master_wedding/nunung2/zoom.us/assets/zm_bundle0df9.js	(from https://zoom.us/signin)
16:19:28	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:27%20GMT	https://zoom.us/meeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/meeting	(from https://zoom.us/signin)
16:19:29	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:28%20GMT	https://zoom.us/start/videomeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/videomeeting	(from https://zoom.us/download)
16:19:30	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:29%20GMT	https://zoom.us/start/sharemeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/sharemeeting	(from https://zoom.us/download)
16:19:31	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:30%20GMT	https://zoom.us/start/videomeeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/start/videomeeting	(from https://zoom.us/download)
16:19:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2009:19:31%20GMT	https://zoom.us/events	/Users/bs/theme/master_wedding/nunung2/zoom.us/events	(from https://zoom.us/download)
16:19:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2009:19:32%20GMT	https://zoom.us/events	/Users/bs/theme/master_wedding/nunung2/zoom.us/events	(from https://zoom.us/download)
16:19:33	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:33%20GMT	https://zoom.us/account	/Users/bs/theme/master_wedding/nunung2/zoom.us/account	(from https://zoom.us/download)
16:19:35	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2009:19:34%20GMT	https://zoom.us/meeting	/Users/bs/theme/master_wedding/nunung2/zoom.us/meeting	(from https://zoom.us/download)
16:19:36	148147/148147	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:35%20GMT	https://zoom.us/es/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/es/pricing.html	(from https://zoom.us/pricing)
16:19:37	148072/148072	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:36%20GMT	https://zoom.us/de/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/de/pricing.html	(from https://zoom.us/pricing)
16:19:38	145747/145747	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:38%20GMT	https://zoom.us/zh-cn/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/zh-cn/pricing.html	(from https://zoom.us/pricing)
16:19:38	145680/145680	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:38%20GMT	https://zoom.us/zh-tw/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/zh-tw/pricing.html	(from https://zoom.us/pricing)
16:19:40	149138/149138	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:39%20GMT	https://zoom.us/fr/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/fr/pricing.html	(from https://zoom.us/pricing)
16:19:41	147742/147742	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:40%20GMT	https://zoom.us/pt/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/pt/pricing.html	(from https://zoom.us/pricing)
16:19:42	152778/152778	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:41%20GMT	https://zoom.us/ja/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/ja/pricing.html	(from https://zoom.us/pricing)
16:19:43	160392/160392	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:42%20GMT	https://zoom.us/ru/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/ru/pricing.html	(from https://zoom.us/pricing)
16:19:44	148397/148397	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:43%20GMT	https://zoom.us/ko/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/ko/pricing.html	(from https://zoom.us/pricing)
16:19:45	147311/147311	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:44%20GMT	https://zoom.us/it/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/it/pricing.html	(from https://zoom.us/pricing)
16:19:46	150902/150902	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:45%20GMT	https://zoom.us/vi/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/vi/pricing.html	(from https://zoom.us/pricing)
16:19:47	148327/148327	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:46%20GMT	https://zoom.us/pl/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/pl/pricing.html	(from https://zoom.us/pricing)
16:19:48	148185/148185	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:47%20GMT	https://zoom.us/tr/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/tr/pricing.html	(from https://zoom.us/pricing)
16:19:49	146916/146916	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:48%20GMT	https://zoom.us/id/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/id/pricing.html	(from https://zoom.us/pricing)
16:19:50	147474/147474	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:19:49%20GMT	https://zoom.us/nl/pricing	/Users/bs/theme/master_wedding/nunung2/zoom.us/nl/pricing.html	(from https://zoom.us/pricing)
